,Title,Original search,Url
245,PPP更正公告 - 中国政府采购网,贵州省黔西南州兴仁县麻沙河流域污水处理工程（二期）PPP项目,http://www.ccgp.gov.cn/ppp/pppgzgg/index_24.htm
246,乌鲁木齐经济技术开发区（头屯河区）建设局（交通 …,乌鲁木齐经济技术开发区（头屯河区）纬十五路污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201603/t20160307_6566370.htm
247,冯瑞云乌鲁木齐经济技术开发区（头屯河区）纬十五 …,乌鲁木齐经济技术开发区（头屯河区）纬十五路污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201607/t20160729_7120008.htm
248,乌鲁木齐市加快推进PPP项目落地签约 - ccgp.gov.cn,乌鲁木齐经济技术开发区（头屯河区）纬十五路污水处理厂工程PPP项目,http://www.ccgp.gov.cn/dfcg/dfdt/201610/t20161024_7469553.htm
249,乐东黎族自治县水务局-乐东县黄流、江北、九所污 …,乐东黎族自治县九所新区污水处理工程,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201706/t20170630_8457429.htm
250,五华县镇级污水处理设施及配套管网（一期）工程 …,随县乡镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201703/t20170306_7974785.htm
251,博白县镇级污水处理及配套管网工程（含泵站）整体 …,乐东县黄流镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/201905/t20190530_12175631.htm
252,惠安县市政公用事业管理局惠安县农村生活污水治理 …,来凤县乡镇污水处理全覆盖工程和来凤县城市污水处理厂提标升级、扩容改造及污水收集管网扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201804/t20180427_9849195.htm
253,遂溪县镇村生活污水处理及配套管网工程项目（PPP …,随县乡镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201703/t20170321_8025569.htm
254,会泽县城镇污水处理设施建设政府和社会资本合 …,炎陵县城镇污水处理设施建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201908/t20190818_12705065.htm
255,会泽县住房和城乡建设局会泽县城镇污水处理设施建 …,炎陵县城镇污水处理设施建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201911/t20191106_13274933.htm
256,陆良县第二污水处理厂及配套管网建设工程政府和社 …,云南省曲靖市陆良县第二污水处理厂及配套管网建设工程政府和社会资本合作项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201808/t20180830_10585444.htm
257,曲靖市麒麟区城南片区污水处理厂配套管网工程PPP …,云南省曲靖市麒麟区城南片区污水处理厂配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201906/t20190610_12230726.htm
258,曲靖市麒麟区青峰水厂及南片区污水处理厂PPP项目 …,云南省曲靖市麒麟区城南片区污水处理厂配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201509/t20150909_5829817.htm
259,马龙工业园区配套基础设施建设PPP项目资格预审公告,云南省曲靖市麒麟区城南片区污水处理厂配套管网PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201802/t20180210_9580865.htm
260,云南 - 中国政府采购网,云南省曲靖市麒麟区城南片区污水处理厂配套管网PPP项目,http://www.ccgp.gov.cn/ppp/zx/df/yunnan/
261,购买服务_中国政府采购网 - ccgp.gov.cn,辽宁省营口北海新城区污水处理厂一期工程PPP项目,http://www.ccgp.gov.cn/gpsr/
262,牟定县污水处理厂、垃圾处理厂、城乡供排水公司( …,云南省楚雄州牟定县污水处理厂、垃圾处理厂、供排水公司存量资产经营权转让PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201811/t20181107_11057564.htm
263,牟定县污水处理厂、垃圾处理厂、城乡供排水公司（ …,云南省楚雄州牟定县污水处理厂、垃圾处理厂、供排水公司存量资产经营权转让PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181217_11357819.htm
264,澄江县住房和城乡建设局澄江县城镇供排水及垃圾收 …,云南省楚雄州牟定县污水处理厂、垃圾处理厂、供排水公司存量资产经营权转让PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201512/t20151218_6359732.htm
265,澄江县城镇供排水及垃圾收集处置PPP项目资格预审 …,云南省楚雄州牟定县污水处理厂、垃圾处理厂、供排水公司存量资产经营权转让PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201602/t20160201_6506125.htm
266,云南曲靖以PPP为突破口 加快基础设施投融资体制改革,云南省楚雄州牟定县污水处理厂、垃圾处理厂、供排水公司存量资产经营权转让PPP项目,http://www.ccgp.gov.cn/specialtopic/pppzt/news/201506/t20150624_5460501.htm
267,云和县城市污水处理厂清洁排放技术改造及城区污水 …,浙江省杭州市桐庐县富春污水处理厂扩建及清洁排放改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201911/t20191128_13446139.htm
268,云和县住房和城乡建设局云和县城市污水处理厂清洁 …,云和县城市污水处理厂清洁排放技术改造及城区污水零直排工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201911/t20191107_13284243.htm
269,浙江深度求索工程管理咨询有限公司关于云和县城市 …,云和县城市污水处理厂清洁排放技术改造及城区污水零直排工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200116_13768030.htm
270,黑山县环保局黑山县污水处理厂提标改造工程PPP项 …,黑龙江省绥化市庆安县污水处理厂提标升级改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171219_9358846.htm
271,竞争性谈判公告_中国政府采购网 - ccgp.gov.cn,京山县全域污水处理,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/
272,仁化县城镇污水处理管理中心仁化县域生活污水处理 …,仁化县域生活污水处理厂及污水管网升级改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201710/t20171016_8988634.htm
273,仁化县域生活污水处理厂及污水管网升级改造工 …,汕头市潮阳区污水处理厂一期升级改造及二期建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180604_10038020.htm
274,西安市阎良区农村生活污水治理工程PPP项目（一 …,陕西省黄陵县城区污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201808/t20180806_10420499.htm
275,普宁市经济和信息化局普宁市纺织印染环保综合处理 …,仁化县域生活污水处理厂及污水管网升级改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201805/t20180525_9985836.htm
276,湘乡发布今年第一批16个PPP项目（附清单）,邵阳市国家农业科技园（湘商产业园）污水处理厂PPP项目,http://www.ccgp.gov.cn/specialtopic/pppzt/news/201506/t20150603_5370468.htm
277,广东揭阳9座污水处理厂PPP项目落地_中国政府采购网,重庆市永川区莲花污水处理厂及污染源整治PPP项目,http://www.ccgp.gov.cn/ppp/zx/df/guangdong/201601/t20160112_6448737.htm
278,龙岩市四个县（区）乡镇污水处理厂网一体化PPP项 …,鹤峰县乡镇生活污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201512/t20151217_6351729.htm
279,关于停止使用“采购公告发布管理系统”的通知_中国政 …,山西省忻州市保德县污水处理站改造及污水截流干管工程PPP项目,http://www.ccgp.gov.cn/gzdt/201603/t20160301_8123933.htm
280,光山县城污水处理厂扩建工程PPP项目采购社会资本 …,光山县城污水处理厂扩建工程+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201602/t20160216_6526372.htm
281,光山县城污水处理厂扩建工程PPP项目中标结果公示,光山县城污水处理厂扩建工程+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201607/t20160701_6984057.htm
282,光山县污水处理厂扩建工程PPP项目预成交结果公告,平阳县萧江污水处理厂改扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201607/t20160729_7118439.htm
283,光山县城污水处理厂扩建工程PPP项目咨询机构竞争 …,光山县城污水处理厂扩建工程+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201512/t20151216_6339698.htm
284,光山县公用事业局光山县污水处理厂扩建工程PPP项 …,光山县城污水处理厂扩建工程+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201608/t20160809_7158727.htm
285,公主岭市岭东工业集中区管理委员会公主岭市岭东工 …,公主岭市岭东工业集中区污水处理厂建设工程（一期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201905/t20190505_12014403.htm
286,公主岭市岭东工业集中区管理委员会公主岭岭东工业 …,公主岭市岭东工业集中区污水处理厂建设工程（一期）PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201908/t20190830_12795023.htm
287,湖北应城市经济开发区污水处理厂(一期)工程PPP项 …,湖北省黄石市阳新县宝塔湖污水处理厂扩建及提标升级工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201712/t20171220_9368909.htm
288,公主岭市城市管理执法局公主岭市水务一体化PPP项 …,公主岭市污水处理厂（二期）工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201602/t20160205_6520307.htm
289,广西德承工程项目管理有限公司北流市清湾镇等南 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201901/t20190128_11582203.htm
290,施秉县县城及乡镇污水处理工程PPP项目（二次）中 …,贵州省铜仁市松桃自治县县城及五个乡镇污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201804/t20180416_9789357.htm
291,遵义市播州区城镇污水处理工程建设PPP项目中标（ …,重庆市永川区莲花污水处理厂及污染源整治PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201805/t20180530_10009453.htm
292,黄梅县乡镇污水处理设施PPP项目预成交结果公示,公主岭市怀德镇等五乡镇污水处理工程建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201710/t20171023_9027970.htm
293,赤壁市乡镇污水处理PPP项目（第二次）预成交结果 …,碧江区乡镇及农村生活污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171204_9270010.htm
294,吉林公主岭经济开发区污水处理厂提标改造工程（优 …,公主岭市污水处理厂（二期）工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201903/t20190321_11787407.htm
295,吉林公主岭经济开发区污水处理厂在线监控系统运营 …,公主岭市污水处理厂（二期）工程,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201812/t20181210_11313936.htm
296,公主岭市水务一体化PPP项目资格预审公告,公主岭市污水处理厂（二期）工程,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201601/t20160113_6453572.htm
297,五常市水务局污水处理厂二期工程PPP咨询服务成交 …,公主岭市污水处理厂（二期）工程,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201803/t20180319_9677801.htm
298,六盘水市水务有限责任公司六盘水市污水处理厂紫外 …,六盘水污水处理厂,http://www.ccgp.gov.cn/cggg/dfbx/gkzb/201105/t20110523_1617042.shtml
299,六盘水市水城河运营维护PPP项目资格预审公告,六盘水污水处理厂,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201811/t20181114_11110600.htm
300,六盘水公正招投标服务有限公司关于六盘水市污水处 …,六盘水污水处理厂,http://www.ccgp.gov.cn/cggg/dfbx/gkzb/201108/t20110805_1725517.shtml
301,贵州六盘水100t餐厨垃圾-150t市政污泥处理PPP项目 …,六盘水污水处理厂,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201803/t20180327_9712046.htm
302,六盘水市水城河运营维护 PPP 项目资格预审公告,六盘水污水处理厂,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201811/t20181119_11137656.htm
303,兰州市城乡建设局兰州城区污水处理厂改扩建等PPP …,赣江新区临空组团樵舍污水处理厂建设PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201711/t20171101_9089337.htm
304,兰州市污水处理监管中心兰州城区污水处理厂改扩建 …,兰州七里河安宁污水处理厂改扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201610/t20161018_7448338.htm
305,饶阳县污水处理厂改扩建PPP项目成交公告,平阳县萧江污水处理厂改扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201812/t20181207_11293325.htm
306,内蒙古呼和浩特市PPP工作取得阶段性成果,辛辛板和章盖营污水处理厂深度处理工程,http://www.ccgp.gov.cn/specialtopic/pppzt/news/201610/t20161031_7504647.htm
307,商都县住房和城乡建设局商都县七台镇污水处理厂提 …,内蒙古自治区乌兰察布市商都县七台镇污水处理厂扩建PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201910/t20191029_13207211.htm
308,内蒙古 - 中国政府采购网,内蒙古自治区乌兰察布市商都县七台镇污水处理厂扩建PPP项目,http://www.ccgp.gov.cn/df/neimenggu/
309,内蒙古自治区2018-2019年自治区本级政府集中采购 …,内蒙古自治区乌兰察布市商都县七台镇污水处理厂扩建PPP项目,http://www.ccgp.gov.cn/cgml/df/201803/t20180322_9689486.htm
310,内蒙古自治区2018年第一季度政府和社会资本合作 …,内蒙古自治区乌兰察布市商都县七台镇污水处理厂扩建PPP项目,http://www.ccgp.gov.cn/ppp/zx/df/neimenggu/201804/t20180425_9836210.htm
311,内蒙古自治区通信管理局电信用户申诉处理平台采购 …,内蒙古自治区乌兰察布市商都县七台镇污水处理厂扩建PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201804/t20180402_9735013.htm
312,乌拉特前旗住房和城乡建设局乌拉山镇第二污水处理 …,内蒙古自治区巴彦淖尔市乌拉特前旗乌拉山镇第二污水处理厂建设项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201904/t20190428_11990830.htm
313,科左中旗花吐古拉工业园区管理委员会科左中旗花吐 …,内蒙古自治区通辽市科左中旗花吐古拉污水处理及道路排水等基础设施建设（一期）工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201904/t20190426_11975865.htm
314,涞源县污水处理厂扩建工程PPP项目更正公告,内黄县污水处理厂扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201912/t20191230_13675654.htm
315,涞源县污水处理厂扩建工程PPP项目公开招标公告,浑源县污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201912/t20191206_13508888.htm
316,华亭县水务局华亭生活污水处理厂扩容改造工程PPP …,陕西省黄陵县城区污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806959.htm
317,垃圾处理场渗滤液处理系统及雨污分流建设等工程项目,河南省驻马店市第四污水处理厂,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201904/t20190430_12001768.htm
318,华亭生活污水处理厂扩容改造工程PPP项目社会资本 …,黄石汪仁污水处理厂提标改造及扩能PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201908/t20190806_12620098.htm
319,清河经济开发区污水处理厂二期改扩建工程PPP项目 …,河北省邢台市清河县碧蓝污水处理厂扩容工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201802/t20180207_9565412.htm
320,西安市第十二污水处理厂改扩建PPP项目可行性研究 …,冷水江市污水处理厂改扩建工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/201803/t20180329_9723229.htm
321,共和县污水管网与污水处理厂提标改造及扩建工 …,青田县中部组团污水处理厂提标改造工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201901/t20190129_11584695.htm
322,岑巩县县城污水处理扩容及提标工程PPP项目中标（ …,黄石汪仁污水处理厂提标改造及扩能PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201907/t20190726_12540452.htm
323,成交公告_中国政府采购网 - ccgp.gov.cn,陕西省黄陵县城区污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/
324,阜平县城东水厂、城东污水处理厂、城西水厂PPP项 …,河北省沧州市任丘市城西污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180306_9637826.htm
325,纳雍县水务局采购城东、城北污水处理厂设备设施维 …,分宜工业园区城东污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201911/t20191105_13263832.htm
326,大名县城西工业园区污水处理厂（PPP）项目公开招 …,海南昌江循环经济工业园区太坡组团污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201712/t20171214_9338791.htm
327,玉门市经济开发区老市区化工工业园污水处理厂工 …,玉门经济开发区老市区化工工业园污水处理厂工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201910/t20191028_13201950.htm
328,剑河县南明镇中心卫生院污水处理系统采购项目采购 …,剑河县南明镇污水处理工程,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201909/t20190911_12880092.htm
329,北流市城市管理行政执法局北流市清湾镇等南部8个 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201811/t20181107_11059794.htm
330,广西区建设工程机电设备招标中心 - ccgp.gov.cn,北流市清湾镇等南部8个乡镇污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/oss/download?uuid=86F7FAAF33BBCDB980CA5765360ABE
331,北流市新丰镇等北部8个乡镇污水处理厂及配套管网 …,广西玉林北流市新丰镇等北部8个乡镇污水处理厂及配套管网工程项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201811/t20181112_11087821.htm
332,北湖：“三大举措”推进PPP项目进展顺利_中国政府采 …,北湖区乡镇污水处理,http://www.ccgp.gov.cn/ppp/zx/df/hunan/201704/t20170411_8098400.htm
333,松桃自治县县城及五个乡镇污水处理工程PPP项目中 …,贵州省铜仁市松桃自治县县城及五个乡镇污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201910/t20191025_13184109.htm
334,全县乡镇污水处理工程可行性研究报告编制中标（成 …,北湖区乡镇污水处理,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201802/t20180201_9544908.htm
335,清镇市农村环境综合整治PPP项目社会投资人采购资 …,北湖区乡镇污水处理,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201909/t20190929_13018732.htm
336,白云区黑石头片区污水处理厂PPP项目中标（成交） …,北湖区乡镇污水处理,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201807/t20180718_10302699.htm
337,北票市城乡规划局北票市污水处理厂及配套管网工 …,辽宁省营口北海新城区污水处理厂一期工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201906/t20190613_12253313.htm
338,北票市污水处理厂及配套管网工程PPP项目预中标结 …,北票市污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201907/t20190712_12447601.htm
339,北票市污水处理厂及配套管网工程PPP项目前期咨询 …,北票市污水处理厂及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201903/t20190304_11706205.htm
340,滨州市城区南部污水处理厂及配套管网工程PPP项目 …,耒阳市城镇污水处理设施及配套管网工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201908/t20190807_12629979.htm
341,南召县云阳镇污水处理工程BOT项目（勘察标段）流 …,南召县云阳镇污水处理工程,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201709/t20170915_8853277.htm
342,南召县云阳镇新建污水处理工程项目一期施工及工程 …,河南省南阳市南召县新建污水处理工程,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201712/t20171214_9339149.htm
343,南召县贫困村整村推进基础设施建设PPP项目（二 …,南阳市官庄工区污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201907/t20190704_12395134.htm
344,赣州市南康区环宇招标代理有限公司关于江西省江西 …,南康工业园区及家具集聚区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201810/t20181012_10873417.htm
345,南阳市第四（官庄工区）污水处理工程污水管道地质 …,南阳市官庄工区污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201510/t20151014_5965887.htm
346,长招采公字【2019】005号长葛市城乡规划设计服务 …,湖南省衡阳市衡东县乡镇污水处理设施建设工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201906/t20190610_12228664.htm
347,临江市六道沟镇政府临江市六道沟镇污水处理厂项目 …,吉林省临江市六道沟镇污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190812_12657151.htm
348,吉林省临江市六道沟镇污水处理厂项目监理招标公告,吉林省临江市六道沟镇污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201909/t20190916_12911877.htm
349,临江市六道沟镇财政所临江市六道沟镇污水处理厂项 …,吉林省临江市六道沟镇污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201901/t20190130_11591808.htm
350,临江市财政局临江市六道沟镇污水处理厂工程项目财 …,吉林省临江市六道沟镇污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201901/t20190130_11591825.htm
351,临江市市容环境卫生管理处临江市城乡生活垃圾转运 …,吉林省临江市桦树镇污水处理厂工程项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201906/t20190619_12293665.htm
352,吉林省临江经济开发区管理委员会临江市桦树镇污水 …,吉林省临江市桦树镇污水处理厂工程项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201901/t20190130_11591827.htm
353,临江市财政局临江市桦树镇污水处理厂工程项目财政 …,吉林省临江市桦树镇污水处理厂工程项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201901/t20190130_11591804.htm
354,梅河口市山城镇人民政府梅河口市山城镇污水处理厂 …,吉林省梅河口市山城镇污水处理厂建设工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181029_10984563.htm
355,梅河口市山城镇人民政府污水处理厂建设工程社会资 …,吉林省梅河口市山城镇污水处理厂建设工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201905/t20190505_12013450.htm
356,梅河口市住房和城乡建设局梅河口市水环境综合治理 …,吉林省梅河口市山城镇污水处理厂建设工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201703/t20170313_7993368.htm
357,通化市城乡建设局吉林省通化市污水厂一期提标改造 …,黄石汪仁污水处理厂提标改造及扩能PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201706/t20170609_8358296.htm
358,吉林二道江经济开发区管理委员会吉林二道江经济开 …,吉林磐石经济开发区污水处理工程及吉林明城经济开发区污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201803/t20180301_9622113.htm
359,辽源市民政局辽源市精神病福利院建设项目第三标 …,吉林省辽源市新建污水处理项目(PPP),http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180408_9752031.htm
360,通化医药高新技术产业开发区建设局通化医药高新区 …,吉林省通化市通化医药高新技术产业开发区自安北区污水处理厂项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181018_10914037.htm
361,磐石市住房和城乡建设局吉林磐石经济开发区污水处 …,吉林磐石经济开发区污水处理工程及吉林明城经济开发区污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201807/t20180731_10379121.htm
362,吴川市镇村生活污水处理设施捆绑打包PPP项目社会 …,吴川市镇村生活污水处理设施捆绑打包+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201911/t20191121_13383285.htm
363,吴川市住房和城乡建设局吴川市镇村生活污水处理设 …,吴川市镇村生活污水处理设施捆绑打包+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202001/t20200116_13772002.htm
364,吴川市住房和城乡规划建设局《吴川市镇村生活污水 …,吴川市镇村生活污水处理设施捆绑打包+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201812/t20181206_11286247.htm
365,吴川市镇村生活污水处理设施捆绑打包 PPP 项目社 …,吴川市镇村生活污水处理设施捆绑打包+PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201910/t20191014_13100628.htm
366,咸安经济开发区污水处理厂PPP建设项目资格预审结 …,湖北咸安经济开发区污水处理厂建设项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201709/t20170913_8840935.htm
367,应城市乡镇生活污水处理工程PPP项目竞争性磋商谈 …,石首市乡镇生活污水处理PPP+项目,http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201801/t20180127_9528598.htm
368,阜阳市颍东区乡镇污水处理工程PPP项目招标公告,新建区污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180308_9645416.htm
369,嘉鱼县住房和城乡建设局嘉鱼县乡镇污水处理厂及管 …,咸宁市咸安区乡镇污水处理工程PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201709/t20170925_8896043.htm
370,唐冶新区污水处理厂工程PPP项目社会资本方采购预 …,唐冶新区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201909/t20190910_12875157.htm
371,贵阳市小关污水处理厂工程PPP项目中标（成交）公告,唐冶新区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201712/t20171222_9382093.htm
372,松滋市乡镇污水处理厂建设PPP项目竞争性磋商预成 …,鹤峰县乡镇生活污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201708/t20170818_8709482.htm
373,合肥于湾污水处理厂PPP中标公示 - ccgp.gov.cn,重庆市永川区莲花污水处理厂及污染源整治PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201612/t20161202_7668071.htm
374,泗洪县城区雨污分流暨开发区污水处理厂工程PPP项目,唐冶新区污水处理厂PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181018_10919328.htm
375,疏附县城乡建设发展投资有限责任公司疏附县城西区 …,喀什市污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/xjgg/201902/t20190215_11639056.htm
376,泽普县2019年农村人居环境整治项目（乡村污水处 …,喀什市污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201904/t20190418_11930649.htm
377,疏勒县14个乡镇卫生院污水处理系统项目中标（成 …,喀什市污水处理项目,http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202001/t20200115_13762428.htm
378,竞争性磋商公告_中国政府采购网 - ccgp.gov.cn,陕西省商洛市全域污水处理PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/index_1.htm
379,地方政府采购信息统计管理系统-中国政府采购网,陕西省咸阳市大西安（咸阳）文化体育功能区污水处理厂PPP项目,http://www.ccgp.gov.cn/xxtj/
380,喀左县供水及污水处理一体化存量资产PPP项目中标 …,喀左县供水及污水处理一体化存量资产PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191206_13501974.htm
381,喀左县供水及污水处理一体化存量资产PPP项目预中 …,喀左县供水及污水处理一体化存量资产PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191206_13505328.htm
382,朝阳喀左经济开发区管理委员会喀左县供水及污水处 …,辽宁省本溪市城市污水处理经营权转让PPP项目,http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191216_13572905.htm
